,line,content
3886,3886,"                         I will meet you, but only one way -- "
3887,3887,"                         if Robert the Bruce is there, and "
3888,3888,"                         puts his hand on my Bible, and swears "
3889,3889,                         his loyalty to Scotland.
3890,3890,                                     CRAIG
3891,3891,                         He has already agreed to come.
3892,3892,               
3893,3893, FOREST - NIGHT
3894,3894,"               Wallace stands alone, looking at the moon and stars. Hamish "
3895,3895,               moves up and sits down beside him.
3896,3896,                                     HAMISH
3897,3897,                         You know it's a trap.
3898,3898,                                     WALLACE
3899,3899,                         Probably. But we can't win alone. We 
3900,3900,                         know that. This is the only way.
3901,3901,                                     HAMISH
3902,3902,                         I don't want to be a martyr.
3903,3903,                                     WALLACE
3904,3904,                         Nor I! I want to live! I want a home 
3905,3905,                         and children and peace. I've asked 
3906,3906,                         god for those things. But He's brought 
3907,3907,                         me this sword. And if He wills that 
3908,3908,                         I must lay it down to have what He 
3909,3909,"                         wants for my country, then I'll do "
3910,3910,                         that too.
3911,3911,                                     HAMISH
3912,3912,"                         That's just a dream, William!"
3913,3913,                                     WALLACE
3914,3914,                         We've lived a dream together. A dream 
3915,3915,                         of freedom!
3916,3916,                                     HAMISH
3917,3917,                         Your dreams aren't about freedom! 
3918,3918,                         They're about Marion! You have to be 
3919,3919,"                         a hero, because you think she sees "
3920,3920,                         you! Is that it?
3921,3921,                                     WALLACE
3922,3922,                         My dreams of Marion are gone. I killed 
3923,3923,                         them myself. If I knew I could live 
3924,3924,"                         with her on the other side of death, "
3925,3925,                         I'd welcome it.
3926,3926,               
3927,3927, ROAD 
3928,3928, EDINBURGH - SUNSET
3929,3929,"               William, Hamish, and Stephen are on their horses, looking "
3930,3930,               down at the road leading into the city. Wallace hands his 
3931,3931,"               dagger to Stephen, and unbuckles his broadsword and gives it "
3932,3932,               to Hamish.
3933,3933,                                     HAMISH
